ID,Motivo_ausencia,Mes_ausencia,Dia_da_semana,Estacoes_do_ano,Despesa_com_transporte,Distancia_casa_x_trabalho,Tempo_de_servico,Idade,Volume_Operacional_Diario,Meta_atingida,Falha_disciplinar,Escolaridade,Filhos,Consumo_de_alcool,Fumante,Animal_de_estimacao,Peso,Altura,IMC,Tempo_de_ausencia_horas
17,25,8,2,1,179.0,22.0,17.0,40,249797.0,93,0,2,2,0,1,0,63.0,170.0,22.0,1
24,28,8,3,1,246.0,25.0,16.0,41,249797.0,93,0,1,0,1,0,0,67.0,170.0,23.0,4
34,28,8,3,1,118.0,10.0,10.0,37,249797.0,93,0,1,0,0,0,0,83.0,172.0,28.0,4
11,26,8,3,1,289.0,36.0,13.0,33,249797.0,93,0,1,2,1,0,1,90.0,172.0,30.0,8
5,26,8,3,1,235.0,20.0,13.0,43,249797.0,93,0,1,1,1,0,0,106.0,167.0,38.0,8
15,28,8,5,1,291.0,31.0,12.0,40,249797.0,93,0,1,1,1,0,1,73.0,171.0,25.0,4
3,25,8,2,1,179.0,51.0,18.0,38,249797.0,93,0,1,0,1,0,0,89.0,170.0,31.0,4
17,25,8,3,1,179.0,22.0,17.0,40,249797.0,93,0,2,2,0,1,0,63.0,170.0,22.0,8
18,23,8,5,1,330.0,16.0,4.0,28,249797.0,93,0,2,0,0,0,0,84.0,182.0,25.0,16
1,23,8,3,1,235.0,11.0,14.0,37,249797.0,93,0,3,1,0,0,1,88.0,172.0,29.0,4
24,28,8,3,1,246.0,25.0,16.0,41,249797.0,93,0,1,0,1,0,0,67.0,170.0,23.0,1
34,28,8,3,1,118.0,10.0,10.0,37,249797.0,93,0,1,0,0,0,0,83.0,172.0,28.0,5
15,28,8,5,1,291.0,31.0,12.0,40,249797.0,93,0,1,1,1,0,1,73.0,171.0,25.0,2
20,28,8,2,1,260.0,50.0,11.0,36,249797.0,93,0,1,4,1,0,0,65.0,168.0,23.0,3
24,28,9,3,1,246.0,25.0,16.0,41,261756.0,87,0,1,0,1,0,0,67.0,170.0,23.0,1
24,28,9,3,1,246.0,25.0,16.0,41,261756.0,87,0,1,0,1,0,0,67.0,170.0,23.0,1
34,28,9,3,1,118.0,10.0,10.0,37,261756.0,87,0,1,0,0,0,0,83.0,172.0,28.0,3
14,23,9,3,1,155.0,12.0,14.0,34,261756.0,87,0,1,2,1,0,0,95.0,196.0,25.0,2
15,28,9,5,1,291.0,31.0,12.0,40,261756.0,87,0,1,1,1,0,1,73.0,171.0,25.0,2
22,23,9,6,1,179.0,26.0,9.0,30,261756.0,87,0,3,0,0,0,0,56.0,171.0,19.0,8
33,23,9,6,1,248.0,25.0,14.0,47,261756.0,87,0,1,2,0,0,1,86.0,165.0,32.0,1
3,23,9,2,1,179.0,51.0,18.0,38,261756.0,87,0,1,0,1,0,0,89.0,170.0,31.0,4
28,23,9,4,1,225.0,26.0,9.0,28,261756.0,87,0,1,1,0,0,2,69.0,169.0,24.0,1
22,23,9,2,1,179.0,26.0,9.0,30,261756.0,87,0,3,0,0,0,0,56.0,171.0,19.0,2
13,23,9,3,4,369.0,17.0,12.0,31,261756.0,87,0,1,3,1,0,0,70.0,169.0,25.0,8
10,22,9,3,4,361.0,52.0,3.0,28,261756.0,87,0,1,1,1,0,4,80.0,172.0,27.0,8
32,4,10,5,4,289.0,48.0,29.0,49,284853.0,91,0,1,0,0,0,2,108.0,172.0,36.0,1
25,11,10,5,4,235.0,16.0,8.0,32,284853.0,91,0,3,0,0,0,0,75.0,178.0,25.0,3
24,26,10,6,4,246.0,25.0,16.0,41,284853.0,91,0,1,0,1,0,0,67.0,170.0,23.0,8
32,14,10,4,4,289.0,48.0,29.0,49,284853.0,91,0,1,0,0,0,2,108.0,172.0,36.0,3
15,28,10,4,4,291.0,31.0,12.0,40,284853.0,91,0,1,1,1,0,1,73.0,171.0,25.0,2
34,23,10,3,4,118.0,10.0,10.0,37,284853.0,91,0,1,0,0,0,0,83.0,172.0,28.0,2
32,23,10,5,4,289.0,48.0,29.0,49,284853.0,91,0,1,0,0,0,2,108.0,172.0,36.0,2
15,23,10,6,4,291.0,31.0,12.0,40,284853.0,91,0,1,1,1,0,1,73.0,171.0,25.0,1
28,23,10,3,4,225.0,26.0,9.0,28,284853.0,91,0,1,1,0,0,2,69.0,169.0,24.0,2
13,23,10,3,4,369.0,17.0,12.0,31,284853.0,91,0,1,3,1,0,0,70.0,169.0,25.0,8
13,23,10,3,4,369.0,17.0,12.0,31,284853.0,91,0,1,3,1,0,0,70.0,169.0,25.0,3
28,23,10,3,4,225.0,26.0,9.0,28,284853.0,91,0,1,1,0,0,2,69.0,169.0,24.0,4
13,26,10,3,4,369.0,17.0,12.0,31,284853.0,91,0,1,3,1,0,0,70.0,169.0,25.0,8
3,28,10,4,4,179.0,51.0,18.0,38,284853.0,91,0,1,0,1,0,0,89.0,170.0,31.0,3
9,1,10,4,4,228.0,14.0,16.0,58,284853.0,91,0,1,2,0,0,1,65.0,172.0,22.0,1
15,23,10,4,4,291.0,31.0,12.0,40,284853.0,91,0,1,1,1,0,1,73.0,171.0,25.0,1
13,10,10,5,4,369.0,17.0,12.0,31,284853.0,91,0,1,3,1,0,0,70.0,169.0,25.0,8
28,13,10,5,4,225.0,26.0,9.0,28,284853.0,91,0,1,1,0,0,2,69.0,169.0,24.0,1
13,10,10,6,4,369.0,17.0,12.0,31,284853.0,91,0,1,3,1,0,0,70.0,169.0,25.0,8
28,10,10,6,4,225.0,26.0,9.0,28,284853.0,91,0,1,1,0,0,2,69.0,169.0,24.0,3
6,23,10,2,4,189.0,29.0,13.0,33,284853.0,91,0,1,2,0,0,2,69.0,167.0,25.0,8
25,6,10,2,4,235.0,16.0,8.0,32,284853.0,91,0,3,0,0,0,0,75.0,178.0,25.0,8
33,10,10,2,4,248.0,25.0,14.0,47,284853.0,91,0,1,2,0,0,1,86.0,165.0,32.0,8
28,0,10,2,4,225.0,26.0,9.0,28,284853.0,91,1,1,1,0,0,2,69.0,169.0,24.0,0
28,13,10,3,4,225.0,26.0,9.0,28,284853.0,91,0,1,1,0,0,2,69.0,169.0,24.0,3
3,21,11,3,4,179.0,51.0,18.0,38,268519.0,93,0,1,0,1,0,0,89.0,170.0,31.0,1
34,28,11,4,4,118.0,10.0,10.0,37,268519.0,93,0,1,0,0,0,0,83.0,172.0,28.0,3
18,2,11,4,4,330.0,16.0,4.0,28,268519.0,93,0,2,0,0,0,0,84.0,182.0,25.0,24
3,28,11,6,4,179.0,51.0,18.0,38,268519.0,93,0,1,0,1,0,0,89.0,170.0,31.0,1
34,9,11,3,4,118.0,10.0,10.0,37,268519.0,93,0,1,0,0,0,0,83.0,172.0,28.0,8
11,24,11,4,4,289.0,36.0,13.0,33,268519.0,93,0,1,2,1,0,1,90.0,172.0,30.0,8
25,1,11,6,4,235.0,16.0,8.0,32,268519.0,93,0,3,0,0,0,0,75.0,178.0,25.0,8
28,23,11,6,4,225.0,26.0,9.0,28,268519.0,93,0,1,1,0,0,2,69.0,169.0,24.0,4
10,22,11,3,4,361.0,52.0,3.0,28,268519.0,93,0,1,1,1,0,4,80.0,172.0,27.0,8
15,28,11,4,4,291.0,31.0,12.0,40,268519.0,93,0,1,1,1,0,1,73.0,171.0,25.0,2
34,13,11,5,4,118.0,10.0,10.0,37,268519.0,93,0,1,0,0,0,0,83.0,172.0,28.0,2
28,14,11,5,4,225.0,26.0,9.0,28,268519.0,93,0,1,1,0,0,2,69.0,169.0,24.0,3
3,28,11,2,4,179.0,51.0,18.0,38,268519.0,93,0,1,0,1,0,0,89.0,170.0,31.0,1
34,23,11,2,4,118.0,10.0,10.0,37,268519.0,93,0,1,0,0,0,0,83.0,172.0,28.0,8
34,8,11,3,4,118.0,10.0,10.0,37,268519.0,93,0,1,0,0,0,0,83.0,172.0,28.0,8
28,23,11,3,4,225.0,26.0,9.0,28,268519.0,93,0,1,1,0,0,2,69.0,169.0,24.0,2
15,0,11,3,4,291.0,31.0,12.0,40,268519.0,93,1,1,1,1,0,1,73.0,171.0,25.0,0
11,0,11,4,4,289.0,36.0,13.0,33,268519.0,93,1,1,2,1,0,1,90.0,172.0,30.0,0
33,14,11,5,4,248.0,25.0,14.0,47,268519.0,93,0,1,2,0,0,1,86.0,165.0,32.0,4
5,0,11,5,4,235.0,20.0,13.0,43,268519.0,93,1,1,1,1,0,0,106.0,167.0,38.0,0
28,23,11,6,4,225.0,26.0,9.0,28,268519.0,93,0,1,1,0,0,2,69.0,169.0,24.0,2
13,26,11,6,4,369.0,17.0,12.0,31,268519.0,93,0,1,3,1,0,0,70.0,169.0,25.0,8
10,28,11,2,4,361.0,52.0,3.0,28,268519.0,93,0,1,1,1,0,4,80.0,172.0,27.0,2
3,13,12,3,4,179.0,51.0,18.0,38,280549.0,98,0,1,0,1,0,0,89.0,170.0,31.0,32
15,28,12,4,4,291.0,31.0,12.0,40,280549.0,98,0,1,1,1,0,1,73.0,171.0,25.0,1
28,23,12,4,4,225.0,26.0,9.0,28,280549.0,98,0,1,1,0,0,2,69.0,169.0,24.0,3
22,13,12,6,4,179.0,26.0,9.0,30,280549.0,98,0,3,0,0,0,0,56.0,171.0,19.0,1
28,23,12,6,4,225.0,26.0,9.0,28,280549.0,98,0,1,1,0,0,2,69.0,169.0,24.0,3
28,23,12,4,4,225.0,26.0,9.0,28,280549.0,98,0,1,1,0,0,2,69.0,169.0,24.0,3
10,14,12,5,4,361.0,52.0,3.0,28,280549.0,98,0,1,1,1,0,4,80.0,172.0,27.0,4
17,18,12,6,4,179.0,22.0,17.0,40,280549.0,98,0,2,2,0,1,0,63.0,170.0,22.0,2
5,26,12,6,4,235.0,20.0,13.0,43,280549.0,98,0,1,1,1,0,0,106.0,167.0,38.0,8
12,18,12,2,4,233.0,51.0,1.0,31,280549.0,98,0,2,1,1,0,8,68.0,178.0,21.0,8
22,13,12,3,4,179.0,26.0,9.0,30,280549.0,98,0,3,0,0,0,0,56.0,171.0,19.0,16
28,23,12,3,4,225.0,26.0,9.0,28,280549.0,98,0,1,1,0,0,2,69.0,169.0,24.0,2
28,23,12,5,4,225.0,26.0,9.0,28,280549.0,98,0,1,1,0,0,2,69.0,169.0,24.0,3
28,23,12,2,4,225.0,26.0,9.0,28,280549.0,98,0,1,1,0,0,2,69.0,169.0,24.0,2
14,18,12,3,2,155.0,12.0,14.0,34,280549.0,98,0,1,2,1,0,0,95.0,196.0,25.0,80
22,12,1,2,2,179.0,26.0,9.0,30,313532.0,96,0,3,0,0,0,0,56.0,171.0,19.0,24
22,12,1,5,2,179.0,26.0,9.0,30,313532.0,96,0,3,0,0,0,0,56.0,171.0,19.0,16
17,25,1,5,2,179.0,22.0,17.0,40,313532.0,96,0,2,2,0,1,0,63.0,170.0,22.0,2
17,25,1,6,2,179.0,22.0,17.0,40,313532.0,96,0,2,2,0,1,0,63.0,170.0,22.0,2
22,13,1,2,2,179.0,26.0,9.0,30,313532.0,96,0,3,0,0,0,0,56.0,171.0,19.0,3
17,25,1,4,2,179.0,22.0,17.0,40,313532.0,96,0,2,2,0,1,0,63.0,170.0,22.0,2
32,10,1,5,2,289.0,48.0,29.0,49,313532.0,96,0,1,0,0,0,2,108.0,172.0,36.0,8
17,18,1,6,2,179.0,22.0,17.0,40,313532.0,96,0,2,2,0,1,0,63.0,170.0,22.0,3
22,27,1,2,2,179.0,26.0,9.0,30,313532.0,96,0,3,0,0,0,0,56.0,171.0,19.0,2
14,18,1,3,2,155.0,12.0,14.0,34,313532.0,96,0,1,2,1,0,0,95.0,196.0,25.0,8
22,27,1,4,2,179.0,26.0,9.0,30,313532.0,96,0,3,0,0,0,0,56.0,171.0,19.0,2
3,27,1,4,2,179.0,51.0,18.0,38,313532.0,96,0,1,0,1,0,0,89.0,170.0,31.0,3
11,13,1,4,2,289.0,36.0,13.0,33,313532.0,96,0,1,2,1,0,1,90.0,172.0,30.0,8
3,27,1,5,2,179.0,51.0,18.0,38,313532.0,96,0,1,0,1,0,0,89.0,170.0,31.0,3
3,27,1,6,2,179.0,51.0,18.0,38,313532.0,96,0,1,0,1,0,0,89.0,170.0,31.0,2
3,13,2,3,2,179.0,51.0,18.0,38,264249.0,97,0,1,0,1,0,0,89.0,170.0,31.0,8
28,23,2,3,2,225.0,26.0,9.0,28,264249.0,97,0,1,1,0,0,2,69.0,169.0,24.0,3
33,1,2,4,2,248.0,25.0,14.0,47,264249.0,97,0,1,2,0,0,1,86.0,165.0,32.0,8
3,27,2,4,2,179.0,51.0,18.0,38,264249.0,97,0,1,0,1,0,0,89.0,170.0,31.0,2
28,28,2,5,2,225.0,26.0,9.0,28,264249.0,97,0,1,1,0,0,2,69.0,169.0,24.0,3
3,27,2,5,2,179.0,51.0,18.0,38,264249.0,97,0,1,0,1,0,0,89.0,170.0,31.0,2
22,27,2,5,2,179.0,26.0,9.0,30,264249.0,97,0,3,0,0,0,0,56.0,171.0,19.0,2
29,28,2,6,2,225.0,15.0,15.0,41,264249.0,97,0,4,2,1,0,2,94.0,182.0,28.0,2
3,27,2,6,2,179.0,51.0,18.0,38,264249.0,97,0,1,0,1,0,0,89.0,170.0,31.0,2
12,19,2,2,2,233.0,51.0,1.0,31,264249.0,97,0,2,1,1,0,8,68.0,178.0,21.0,2
3,27,2,2,2,179.0,51.0,18.0,38,264249.0,97,0,1,0,1,0,0,89.0,170.0,31.0,2
28,7,2,3,2,225.0,26.0,9.0,28,264249.0,97,0,1,1,0,0,2,69.0,169.0,24.0,8
3,27,2,4,2,179.0,51.0,18.0,38,264249.0,97,0,1,0,1,0,0,89.0,170.0,31.0,3
3,27,2,5,2,179.0,51.0,18.0,38,264249.0,97,0,1,0,1,0,0,89.0,170.0,31.0,3
28,25,2,5,2,225.0,26.0,9.0,28,264249.0,97,0,1,1,0,0,2,69.0,169.0,24.0,3
22,13,2,5,2,179.0,26.0,9.0,30,264249.0,97,0,3,0,0,0,0,56.0,171.0,19.0,2
17,23,2,6,2,179.0,22.0,17.0,40,264249.0,97,0,2,2,0,1,0,63.0,170.0,22.0,2
3,27,2,6,2,179.0,51.0,18.0,38,264249.0,97,0,1,0,1,0,0,89.0,170.0,31.0,3
12,12,2,4,2,233.0,51.0,1.0,31,264249.0,97,0,2,1,1,0,8,68.0,178.0,21.0,3
22,27,2,4,2,179.0,26.0,9.0,30,264249.0,97,0,3,0,0,0,0,56.0,171.0,19.0,2
3,27,2,4,2,179.0,51.0,18.0,38,264249.0,97,0,1,0,1,0,0,89.0,170.0,31.0,2
3,13,2,5,2,179.0,51.0,18.0,38,264249.0,97,0,1,0,1,0,0,89.0,170.0,31.0,8
3,27,2,6,2,179.0,51.0,18.0,38,264249.0,97,0,1,0,1,0,0,89.0,170.0,31.0,2
14,25,2,2,2,155.0,12.0,14.0,34,264249.0,97,0,1,2,1,0,0,95.0,196.0,25.0,5
25,25,2,2,2,235.0,16.0,8.0,32,264249.0,97,0,3,0,0,0,0,75.0,178.0,25.0,3
3,27,2,2,2,179.0,51.0,18.0,38,264249.0,97,0,1,0,1,0,0,89.0,170.0,31.0,2
28,7,2,2,2,225.0,26.0,9.0,28,264249.0,97,0,1,1,0,0,2,69.0,169.0,24.0,2
3,27,2,3,2,179.0,51.0,18.0,38,264249.0,97,0,1,0,1,0,0,89.0,170.0,31.0,2
33,23,2,3,2,248.0,25.0,14.0,47,264249.0,97,0,1,2,0,0,1,86.0,165.0,32.0,2
28,25,2,3,2,225.0,26.0,9.0,28,264249.0,97,0,1,1,0,0,2,69.0,169.0,24.0,2
3,27,2,4,2,179.0,51.0,18.0,38,264249.0,97,0,1,0,1,0,0,89.0,170.0,31.0,2
3,27,2,5,2,179.0,51.0,18.0,38,264249.0,97,0,1,0,1,0,0,89.0,170.0,31.0,2
25,25,2,6,2,235.0,16.0,8.0,32,264249.0,97,0,3,0,0,0,0,75.0,178.0,25.0,2
3,27,3,2,2,179.0,51.0,18.0,38,222196.0,99,0,1,0,1,0,0,89.0,170.0,31.0,2
33,23,3,2,2,248.0,25.0,14.0,47,222196.0,99,0,1,2,0,0,1,86.0,165.0,32.0,2
9,25,3,3,2,228.0,14.0,16.0,58,222196.0,99,0,1,2,0,0,1,65.0,172.0,22.0,3
33,25,3,3,2,248.0,25.0,14.0,47,222196.0,99,0,1,2,0,0,1,86.0,165.0,32.0,3
9,12,3,3,2,228.0,14.0,16.0,58,222196.0,99,0,1,2,0,0,1,65.0,172.0,22.0,112
3,27,3,4,2,179.0,51.0,18.0,38,222196.0,99,0,1,0,1,0,0,89.0,170.0,31.0,2
28,27,3,5,2,225.0,26.0,9.0,28,222196.0,99,0,1,1,0,0,2,69.0,169.0,24.0,2
3,27,3,5,2,179.0,51.0,18.0,38,222196.0,99,0,1,0,1,0,0,89.0,170.0,31.0,3
28,25,3,5,2,225.0,26.0,9.0,28,222196.0,99,0,1,1,0,0,2,69.0,169.0,24.0,2
22,27,3,6,2,179.0,26.0,9.0,30,222196.0,99,0,3,0,0,0,0,56.0,171.0,19.0,3
25,25,3,2,2,235.0,16.0,8.0,32,222196.0,99,0,3,0,0,0,0,75.0,178.0,25.0,3
10,19,3,2,2,361.0,52.0,3.0,28,222196.0,99,0,1,1,1,0,4,80.0,172.0,27.0,8
3,13,3,3,2,179.0,51.0,18.0,38,222196.0,99,0,1,0,1,0,0,89.0,170.0,31.0,8
3,27,3,4,2,179.0,51.0,18.0,38,222196.0,99,0,1,0,1,0,0,89.0,170.0,31.0,2
3,27,3,5,2,179.0,51.0,18.0,38,222196.0,99,0,1,0,1,0,0,89.0,170.0,31.0,3
22,27,3,6,2,179.0,26.0,9.0,30,222196.0,99,0,3,0,0,0,0,56.0,171.0,19.0,2
3,10,3,2,2,179.0,51.0,18.0,38,222196.0,99,0,1,0,1,0,0,89.0,170.0,31.0,4
33,13,3,2,2,248.0,25.0,14.0,47,222196.0,99,0,1,2,0,0,1,86.0,165.0,32.0,2
3,27,3,2,2,179.0,51.0,18.0,38,222196.0,99,0,1,0,1,0,0,89.0,170.0,31.0,3
28,7,3,2,2,225.0,26.0,9.0,28,222196.0,99,0,1,1,0,0,2,69.0,169.0,24.0,8
3,27,3,3,2,179.0,51.0,18.0,38,222196.0,99,0,1,0,1,0,0,89.0,170.0,31.0,2
11,23,3,4,2,289.0,36.0,13.0,33,222196.0,99,0,1,2,1,0,1,90.0,172.0,30.0,8
9,25,3,4,2,228.0,14.0,16.0,58,222196.0,99,0,1,2,0,0,1,65.0,172.0,22.0,2
3,27,3,4,2,179.0,51.0,18.0,38,222196.0,99,0,1,0,1,0,0,89.0,170.0,31.0,2
33,23,3,5,2,248.0,25.0,14.0,47,222196.0,99,0,1,2,0,0,1,86.0,165.0,32.0,3
3,27,3,5,2,179.0,51.0,18.0,38,222196.0,99,0,1,0,1,0,0,89.0,170.0,31.0,3
22,23,3,6,2,179.0,26.0,9.0,30,222196.0,99,0,3,0,0,0,0,56.0,171.0,19.0,2
3,27,3,6,2,179.0,51.0,18.0,38,222196.0,99,0,1,0,1,0,0,89.0,170.0,31.0,3
3,27,3,3,3,179.0,51.0,18.0,38,222196.0,99,0,1,0,1,0,0,89.0,170.0,31.0,3
16,23,3,4,3,118.0,15.0,24.0,46,222196.0,99,0,1,2,1,1,0,75.0,175.0,25.0,8
14,13,3,4,3,155.0,12.0,14.0,34,222196.0,99,0,1,2,1,0,0,95.0,196.0,25.0,24
3,27,3,4,3,179.0,51.0,18.0,38,222196.0,99,0,1,0,1,0,0,89.0,170.0,31.0,3
3,27,3,5,3,179.0,51.0,18.0,38,222196.0,99,0,1,0,1,0,0,89.0,170.0,31.0,3
22,13,3,2,3,179.0,26.0,9.0,30,222196.0,99,0,3,0,0,0,0,56.0,171.0,19.0,2
11,19,3,2,3,289.0,36.0,13.0,33,222196.0,99,0,1,2,1,0,1,90.0,172.0,30.0,104
13,22,3,4,3,369.0,17.0,12.0,31,222196.0,99,0,1,3,1,0,0,70.0,169.0,25.0,8
28,13,4,2,3,225.0,26.0,9.0,28,246288.0,91,0,1,1,0,0,2,69.0,169.0,24.0,8
34,10,4,2,3,118.0,10.0,10.0,37,246288.0,91,0,1,0,0,0,0,83.0,172.0,28.0,8
10,19,4,3,3,361.0,52.0,3.0,28,246288.0,91,0,1,1,1,0,4,80.0,172.0,27.0,8
33,19,4,4,3,248.0,25.0,14.0,47,246288.0,91,0,1,2,0,0,1,86.0,165.0,32.0,8
6,13,4,5,3,189.0,29.0,13.0,33,246288.0,91,0,1,2,0,0,2,69.0,167.0,25.0,8
22,27,4,6,3,179.0,26.0,9.0,30,246288.0,91,0,3,0,0,0,0,56.0,171.0,19.0,2
13,7,4,2,3,369.0,17.0,12.0,31,246288.0,91,0,1,3,1,0,0,70.0,169.0,25.0,24
17,16,4,3,3,179.0,22.0,17.0,40,246288.0,91,0,2,2,0,1,0,63.0,170.0,22.0,2
36,23,4,3,3,118.0,13.0,18.0,50,246288.0,91,0,1,1,1,0,0,98.0,178.0,31.0,3
10,23,4,3,3,361.0,52.0,3.0,28,246288.0,91,0,1,1,1,0,4,80.0,172.0,27.0,2
34,10,4,4,3,118.0,10.0,10.0,37,246288.0,91,0,1,0,0,0,0,83.0,172.0,28.0,2
1,22,4,6,3,235.0,11.0,14.0,37,246288.0,91,0,3,1,0,0,1,88.0,172.0,29.0,8
22,27,4,6,3,179.0,26.0,9.0,30,246288.0,91,0,3,0,0,0,0,56.0,171.0,19.0,2
28,19,4,2,3,225.0,26.0,9.0,28,246288.0,91,0,1,1,0,0,2,69.0,169.0,24.0,8
25,16,4,3,3,235.0,16.0,8.0,32,246288.0,91,0,3,0,0,0,0,75.0,178.0,25.0,3
22,27,4,6,3,179.0,26.0,9.0,30,246288.0,91,0,3,0,0,0,0,56.0,171.0,19.0,2
14,28,4,3,3,155.0,12.0,14.0,34,246288.0,91,0,1,2,1,0,0,95.0,196.0,25.0,4
28,19,4,5,3,225.0,26.0,9.0,28,246288.0,91,0,1,1,0,0,2,69.0,169.0,24.0,8
36,14,4,5,3,118.0,13.0,18.0,50,246288.0,91,0,1,1,1,0,0,98.0,178.0,31.0,2
22,27,4,6,3,179.0,26.0,9.0,30,246288.0,91,0,3,0,0,0,0,56.0,171.0,19.0,2
1,22,5,2,3,235.0,11.0,14.0,37,237656.0,99,0,3,1,0,0,1,88.0,172.0,29.0,8
29,19,5,4,3,225.0,15.0,15.0,41,237656.0,99,0,4,2,1,0,2,94.0,182.0,28.0,3
25,28,5,4,3,235.0,16.0,8.0,32,237656.0,99,0,3,0,0,0,0,75.0,178.0,25.0,2
34,8,5,4,3,118.0,10.0,10.0,37,237656.0,99,0,1,0,0,0,0,83.0,172.0,28.0,3
5,26,5,4,3,235.0,20.0,13.0,43,237656.0,99,0,1,1,1,0,0,106.0,167.0,38.0,8
22,13,5,5,3,179.0,26.0,9.0,30,237656.0,99,0,3,0,0,0,0,56.0,171.0,19.0,1
15,28,5,5,3,291.0,31.0,12.0,40,237656.0,99,0,1,1,1,0,1,73.0,171.0,25.0,2
29,14,5,5,3,225.0,15.0,15.0,41,237656.0,99,0,4,2,1,0,2,94.0,182.0,28.0,8
26,19,5,6,3,300.0,26.0,13.0,43,237656.0,99,0,1,2,1,1,1,77.0,175.0,25.0,64
29,22,5,6,3,225.0,15.0,15.0,41,237656.0,99,0,4,2,1,0,2,94.0,182.0,28.0,8
22,27,5,6,3,179.0,26.0,9.0,30,237656.0,99,0,3,0,0,0,0,56.0,171.0,19.0,2
36,23,5,2,3,118.0,13.0,18.0,50,237656.0,99,0,1,1,1,0,0,98.0,178.0,31.0,2
36,5,5,3,3,118.0,13.0,18.0,50,237656.0,99,0,1,1,1,0,0,98.0,178.0,31.0,3
34,28,5,3,3,118.0,10.0,10.0,37,237656.0,99,0,1,0,0,0,0,83.0,172.0,28.0,1
36,0,5,3,3,118.0,13.0,18.0,50,237656.0,99,1,1,1,1,0,0,98.0,178.0,31.0,0
22,27,5,4,3,179.0,26.0,9.0,30,237656.0,99,0,3,0,0,0,0,56.0,171.0,19.0,2
23,0,5,4,3,378.0,49.0,11.0,36,237656.0,99,1,1,2,0,1,4,65.0,174.0,21.0,0
17,16,5,6,3,179.0,22.0,17.0,40,237656.0,99,0,2,2,0,1,0,63.0,170.0,22.0,1
14,10,5,2,3,155.0,12.0,14.0,34,237656.0,99,0,1,2,1,0,0,95.0,196.0,25.0,48
25,10,5,2,3,235.0,16.0,8.0,32,237656.0,99,0,3,0,0,0,0,75.0,178.0,25.0,8
15,22,5,4,3,291.0,31.0,12.0,40,237656.0,99,0,1,1,1,0,1,73.0,171.0,25.0,8
17,10,5,4,3,179.0,22.0,17.0,40,237656.0,99,0,2,2,0,1,0,63.0,170.0,22.0,8
28,6,5,4,3,225.0,26.0,9.0,28,237656.0,99,0,1,1,0,0,2,69.0,169.0,24.0,3
18,10,5,5,3,330.0,16.0,4.0,28,237656.0,99,0,2,0,0,0,0,84.0,182.0,25.0,8
25,23,5,5,3,235.0,16.0,8.0,32,237656.0,99,0,3,0,0,0,0,75.0,178.0,25.0,2
15,28,5,5,3,291.0,31.0,12.0,40,237656.0,99,0,1,1,1,0,1,73.0,171.0,25.0,2
22,27,5,6,3,179.0,26.0,9.0,30,237656.0,99,0,3,0,0,0,0,56.0,171.0,19.0,2
10,7,5,2,3,361.0,52.0,3.0,28,237656.0,99,0,1,1,1,0,4,80.0,172.0,27.0,8
14,23,5,4,3,155.0,12.0,14.0,34,237656.0,99,0,1,2,1,0,0,95.0,196.0,25.0,2
17,25,5,6,3,179.0,22.0,17.0,40,237656.0,99,0,2,2,0,1,0,63.0,170.0,22.0,8
14,10,5,6,3,155.0,12.0,14.0,34,237656.0,99,0,1,2,1,0,0,95.0,196.0,25.0,8
28,11,5,2,3,225.0,26.0,9.0,28,237656.0,99,0,1,1,0,0,2,69.0,169.0,24.0,1
16,7,6,4,3,118.0,15.0,24.0,46,275089.0,96,0,1,2,1,1,0,75.0,175.0,25.0,8
22,27,6,4,3,179.0,26.0,9.0,30,275089.0,96,0,3,0,0,0,0,56.0,171.0,19.0,3
34,26,6,6,3,118.0,10.0,10.0,37,275089.0,96,0,1,0,0,0,0,83.0,172.0,28.0,8
34,10,6,4,3,118.0,10.0,10.0,37,275089.0,96,0,1,0,0,0,0,83.0,172.0,28.0,8
23,22,6,5,3,378.0,49.0,11.0,36,275089.0,96,0,1,2,0,1,4,65.0,174.0,21.0,8
36,19,6,5,3,118.0,13.0,18.0,50,275089.0,96,0,1,1,1,0,0,98.0,178.0,31.0,24
12,19,6,6,3,233.0,51.0,1.0,31,275089.0,96,0,2,1,1,0,8,68.0,178.0,21.0,8
22,27,6,6,3,179.0,26.0,9.0,30,275089.0,96,0,3,0,0,0,0,56.0,171.0,19.0,2
2,0,6,2,3,235.0,29.0,12.0,48,275089.0,96,1,1,1,0,1,5,88.0,163.0,33.0,0
21,0,6,2,3,268.0,11.0,8.0,33,275089.0,96,1,2,0,0,0,0,79.0,178.0,25.0,0
36,19,6,5,3,118.0,13.0,18.0,50,275089.0,96,0,1,1,1,0,0,98.0,178.0,31.0,3
22,13,6,5,3,179.0,26.0,9.0,30,275089.0,96,0,3,0,0,0,0,56.0,171.0,19.0,2
15,28,6,5,3,291.0,31.0,12.0,40,275089.0,96,0,1,1,1,0,1,73.0,171.0,25.0,2
22,13,6,2,1,179.0,26.0,9.0,30,275089.0,96,0,3,0,0,0,0,56.0,171.0,19.0,3
34,25,6,2,1,118.0,10.0,10.0,37,275089.0,96,0,1,0,0,0,0,83.0,172.0,28.0,3
12,22,6,5,1,233.0,51.0,1.0,31,275089.0,96,0,2,1,1,0,8,68.0,178.0,21.0,8
34,8,6,6,1,118.0,10.0,10.0,37,275089.0,96,0,1,0,0,0,0,83.0,172.0,28.0,2
